student_id,exam_year,eapcet_score,predicted_rank,rank_band,data_confidence,source_type
342,2025,72.33,6820,Top 10000,high,exact
343,2023,72.88,6661,Top 10000,medium,derived
344,2025,50.33,49719,Top 50000,high,exact
345,2025,59.38,19634,Top 50000,high,exact
346,2023,113.82,300,Top 1000,medium,derived
347,2025,75.23,5369,Top 10000,high,exact
348,2021,154.06,10,Top 100,medium,derived
349,2023,71.16,8230,Top 10000,medium,derived
350,2025,56.17,23779,Top 50000,high,exact
351,2023,154.43,10,Top 100,medium,derived
352,2023,154.28,7,Top 100,medium,derived
353,2025,69.57,8631,Top 10000,high,exact
354,2025,142.59,6,Top 100,high,exact
355,2023,41.6,143293,Above 50000,medium,derived
356,2025,74.19,5897,Top 10000,high,exact
357,2023,108.78,429,Top 1000,medium,derived
358,2022,78.28,3676,Top 10000,medium,derived
359,2025,62.69,15613,Top 50000,high,exact
360,2023,51.44,57719,Above 50000,medium,derived
361,2024,115.33,710,Top 1000,medium,derived
362,2025,41.43,134724,Above 50000,high,exact
363,2024,124.94,411,Top 1000,medium,derived
364,2021,58.4,25896,Top 50000,medium,derived
365,2025,54.09,35070,Top 50000,high,exact
366,2023,86.29,2065,Top 10000,medium,derived
367,2024,158.79,1,Top 100,medium,derived
368,2021,139.28,61,Top 100,medium,derived
369,2023,48.51,63787,Above 50000,medium,derived
370,2025,108.64,424,Top 1000,high,exact
371,2022,40.56,153421,Above 50000,medium,derived
372,2023,141.92,43,Top 100,medium,derived
373,2025,92.83,1484,Top 10000,high,exact
374,2024,57.41,26720,Top 50000,medium,derived
375,2022,134.26,75,Top 100,medium,derived
376,2021,62.59,11952,Top 50000,medium,derived
377,2025,118.7,204,Top 1000,high,exact
378,2025,106.55,508,Top 1000,high,exact
379,2021,153.47,14,Top 100,medium,derived
380,2022,102.65,564,Top 1000,medium,derived
381,2022,85.99,1734,Top 10000,medium,derived
382,2022,52.39,56609,Above 50000,medium,derived
383,2025,111.48,331,Top 1000,high,exact
384,2025,41.49,136815,Above 50000,high,exact
385,2024,108.88,987,Top 1000,medium,derived
386,2021,151.86,22,Top 100,medium,derived
387,2023,119.42,201,Top 1000,medium,derived
388,2024,141.94,90,Top 100,medium,derived
389,2025,91.8,1556,Top 10000,high,exact
390,2021,133.13,108,Top 1000,medium,derived
391,2022,45.26,114979,Above 50000,medium,derived
392,2024,112.21,856,Top 1000,medium,derived
393,2021,116.12,307,Top 1000,medium,derived
394,2025,40.19,148423,Above 50000,high,exact
395,2024,110.27,1037,Top 10000,medium,derived
396,2025,108.59,432,Top 1000,high,exact
397,2025,41.12,163069,Above 50000,high,exact
398,2025,142.62,4,Top 100,high,exact
399,2023,78.47,3861,Top 10000,medium,derived
400,2021,95.61,1455,Top 10000,medium,derived
401,2024,117.84,748,Top 1000,medium,derived
402,2023,53.04,42729,Top 50000,medium,derived
403,2024,61.6,19372,Top 50000,medium,derived
404,2025,45.66,91184,Above 50000,high,exact
405,2025,53.13,39109,Top 50000,high,exact
406,2024,103.34,1199,Top 10000,medium,derived
407,2024,57.11,21713,Top 50000,medium,derived
408,2024,147.55,32,Top 100,medium,derived
409,2023,143.72,33,Top 100,medium,derived
410,2025,45.18,98785,Above 50000,high,exact
411,2024,153.31,11,Top 100,medium,derived
412,2025,61.49,14285,Top 50000,high,exact
413,2024,122.92,524,Top 1000,medium,derived
414,2024,100.36,1414,Top 10000,medium,derived
415,2025,105.34,555,Top 1000,high,exact
416,2024,131.8,248,Top 1000,medium,derived
417,2025,109.69,405,Top 1000,high,exact
418,2024,137.34,147,Top 1000,medium,derived
419,2025,61.68,15891,Top 50000,high,exact
420,2022,118.55,220,Top 1000,medium,derived
421,2022,114.69,297,Top 1000,medium,derived
422,2024,134.75,218,Top 1000,medium,derived
423,2025,47.58,74389,Above 50000,high,exact
424,2023,103.73,526,Top 1000,medium,derived
425,2023,93.0,1213,Top 10000,medium,derived
426,2023,51.34,67110,Above 50000,medium,derived
427,2025,73.82,5867,Top 10000,high,exact
428,2025,47.55,75603,Above 50000,high,exact
429,2024,103.72,1353,Top 10000,medium,derived
430,2025,140.19,9,Top 100,high,exact
431,2024,142.64,80,Top 100,medium,derived
432,2025,42.08,136088,Above 50000,high,exact
433,2024,158.59,2,Top 100,medium,derived
434,2025,135.43,26,Top 100,high,exact
435,2022,61.64,19039,Top 50000,medium,derived
436,2025,99.51,882,Top 1000,high,exact
437,2022,93.17,1260,Top 10000,medium,derived
438,2023,114.53,279,Top 1000,medium,derived
439,2021,51.67,56587,Above 50000,medium,derived
440,2025,70.5,7771,Top 10000,high,exact
441,2023,81.82,2737,Top 10000,medium,derived
442,2024,148.27,29,Top 100,medium,derived
443,2023,63.51,16311,Top 50000,medium,derived
444,2024,150.22,13,Top 100,medium,derived
445,2025,40.53,151826,Above 50000,high,exact
446,2022,88.22,1577,Top 10000,medium,derived
447,2022,42.52,146977,Above 50000,medium,derived
448,2024,101.73,1419,Top 10000,medium,derived
449,2021,153.65,8,Top 100,medium,derived
450,2025,45.07,96017,Above 50000,high,exact
451,2025,49.25,60319,Above 50000,high,exact
452,2022,144.12,29,Top 100,medium,derived
453,2024,104.59,1437,Top 10000,medium,derived
454,2023,132.5,85,Top 100,medium,derived
455,2023,95.22,1113,Top 10000,medium,derived
456,2024,102.55,1071,Top 10000,medium,derived
457,2022,124.19,149,Top 1000,medium,derived
458,2023,149.53,15,Top 100,medium,derived
459,2024,134.7,189,Top 1000,medium,derived
460,2025,47.52,75270,Above 50000,high,exact
461,2025,59.57,18878,Top 50000,high,exact
462,2022,68.89,8755,Top 10000,medium,derived
463,2025,40.38,170791,Above 50000,high,exact
464,2025,71.4,7068,Top 10000,high,exact
465,2021,113.34,404,Top 1000,medium,derived
466,2024,119.84,585,Top 1000,medium,derived
467,2024,118.33,793,Top 1000,medium,derived
468,2025,84.73,2415,Top 10000,high,exact
469,2025,109.91,401,Top 1000,high,exact
470,2024,105.89,1242,Top 10000,medium,derived
471,2024,61.25,19104,Top 50000,medium,derived
472,2025,56.42,24123,Top 50000,high,exact
473,2022,48.62,85275,Above 50000,medium,derived
474,2021,157.98,1,Top 100,medium,derived
475,2025,69.13,8442,Top 10000,high,exact
476,2025,59.11,18154,Top 50000,high,exact
477,2024,115.56,822,Top 1000,medium,derived
478,2022,74.07,5520,Top 10000,medium,derived
479,2023,134.11,76,Top 100,medium,derived
480,2022,146.89,28,Top 100,medium,derived
481,2024,149.18,22,Top 100,medium,derived
482,2023,88.27,1752,Top 10000,medium,derived
483,2025,88.35,1981,Top 10000,high,exact
484,2023,101.0,661,Top 1000,medium,derived
485,2025,41.52,160645,Above 50000,high,exact
486,2023,130.68,91,Top 100,medium,derived
487,2024,104.91,1027,Top 10000,medium,derived
488,2025,60.5,17959,Top 50000,high,exact
489,2025,139.73,13,Top 100,high,exact
490,2024,149.66,22,Top 100,medium,derived
491,2025,93.47,1324,Top 10000,high,exact
492,2024,132.62,236,Top 1000,medium,derived
493,2024,131.73,268,Top 1000,medium,derived
494,2025,45.14,100850,Above 50000,high,exact
495,2023,45.3,118767,Above 50000,medium,derived
496,2024,108.81,1028,Top 10000,medium,derived
497,2022,104.44,538,Top 1000,medium,derived
498,2024,139.83,116,Top 1000,medium,derived
499,2025,149.55,6,Top 100,high,exact
500,2021,118.58,272,Top 1000,medium,derived
501,2023,146.44,24,Top 100,medium,derived
502,2025,65.62,11313,Top 50000,high,exact
503,2023,97.64,922,Top 1000,medium,derived
504,2021,117.86,283,Top 1000,medium,derived
505,2025,89.49,1783,Top 10000,high,exact
506,2025,107.76,481,Top 1000,high,exact
507,2025,66.49,10611,Top 50000,high,exact
508,2025,130.35,62,Top 100,high,exact
509,2024,129.87,337,Top 1000,medium,derived
510,2023,144.22,30,Top 100,medium,derived
511,2023,153.62,6,Top 100,medium,derived
512,2022,57.95,22615,Top 50000,medium,derived
513,2023,67.87,9276,Top 10000,medium,derived
514,2023,133.55,91,Top 100,medium,derived
515,2022,129.62,118,Top 1000,medium,derived
516,2022,138.37,60,Top 100,medium,derived
517,2025,130.34,65,Top 100,high,exact
518,2023,98.01,921,Top 1000,medium,derived
519,2025,105.27,574,Top 1000,high,exact
520,2025,44.51,106639,Above 50000,high,exact
521,2021,122.33,242,Top 1000,medium,derived
522,2025,52.38,43580,Top 50000,high,exact
523,2024,156.7,6,Top 100,medium,derived
524,2025,81.33,3362,Top 10000,high,exact
525,2023,46.3,97916,Above 50000,medium,derived
526,2023,129.85,116,Top 1000,medium,derived
527,2025,125.56,114,Top 1000,high,exact
528,2025,40.74,149339,Above 50000,high,exact
529,2024,101.55,1210,Top 10000,medium,derived
530,2023,119.04,207,Top 1000,medium,derived
531,2025,152.61,3,Top 100,high,exact
532,2025,63.51,12956,Top 50000,high,exact
533,2024,112.59,892,Top 1000,medium,derived
534,2023,94.02,1151,Top 10000,medium,derived
535,2021,146.96,38,Top 100,medium,derived
536,2025,43.28,136580,Above 50000,high,exact
537,2025,52.17,42328,Top 50000,high,exact
538,2023,114.41,284,Top 1000,medium,derived
539,2023,83.38,2767,Top 10000,medium,derived
540,2024,131.86,262,Top 1000,medium,derived
541,2024,149.83,17,Top 100,medium,derived
542,2022,119.72,206,Top 1000,medium,derived
543,2021,142.3,54,Top 100,medium,derived
544,2025,43.16,125482,Above 50000,high,exact
545,2024,100.32,1394,Top 10000,medium,derived
546,2025,86.33,2258,Top 10000,high,exact
547,2024,155.33,10,Top 100,medium,derived
548,2025,74.61,5768,Top 10000,high,exact
549,2025,63.23,14039,Top 50000,high,exact
550,2024,104.38,1143,Top 10000,medium,derived
551,2025,91.9,1464,Top 10000,high,exact
552,2025,123.47,135,Top 1000,high,exact
553,2023,72.23,6655,Top 10000,medium,derived
554,2023,137.35,68,Top 100,medium,derived
555,2024,144.75,55,Top 100,medium,derived
556,2025,46.26,76702,Above 50000,high,exact
557,2022,141.46,50,Top 100,medium,derived
558,2024,44.62,101951,Above 50000,medium,derived
559,2025,45.51,90952,Above 50000,high,exact
560,2024,40.4,164655,Above 50000,medium,derived
561,2025,102.73,637,Top 1000,high,exact
562,2025,55.3,26727,Top 50000,high,exact
563,2025,45.18,110789,Above 50000,high,exact
564,2021,151.89,16,Top 100,medium,derived
565,2025,63.57,14458,Top 50000,high,exact
566,2024,120.41,583,Top 1000,medium,derived
567,2023,149.96,15,Top 100,medium,derived
568,2025,45.45,91040,Above 50000,high,exact
569,2024,135.53,206,Top 1000,medium,derived
570,2025,112.64,315,Top 1000,high,exact
571,2025,105.76,521,Top 1000,high,exact
572,2025,65.87,11284,Top 50000,high,exact
573,2024,140.71,104,Top 1000,medium,derived
574,2024,132.52,244,Top 1000,medium,derived
575,2022,96.93,969,Top 1000,medium,derived
576,2024,148.8,25,Top 100,medium,derived
577,2024,120.96,575,Top 1000,medium,derived
578,2025,51.05,50111,Above 50000,high,exact
579,2021,159.88,1,Top 100,medium,derived
580,2022,154.09,10,Top 100,medium,derived
581,2025,129.85,67,Top 100,high,exact
582,2024,146.69,41,Top 100,medium,derived
583,2023,71.71,6258,Top 10000,medium,derived
584,2024,138.46,138,Top 1000,medium,derived
585,2024,141.84,91,Top 100,medium,derived
586,2022,144.68,30,Top 100,medium,derived
587,2024,153.78,12,Top 100,medium,derived
588,2022,71.77,7050,Top 10000,medium,derived
589,2025,77.23,4668,Top 10000,high,exact
590,2025,142.47,9,Top 100,high,exact
591,2021,128.15,147,Top 1000,medium,derived
592,2025,108.73,450,Top 1000,high,exact
593,2022,104.36,585,Top 1000,medium,derived
594,2022,81.93,3023,Top 10000,medium,derived
595,2024,72.33,7384,Top 10000,medium,derived
596,2025,49.47,55757,Above 50000,high,exact
597,2025,40.43,161965,Above 50000,high,exact
598,2024,72.2,6831,Top 10000,medium,derived
599,2025,42.31,131109,Above 50000,high,exact
600,2022,89.45,1525,Top 10000,medium,derived
601,2024,138.77,129,Top 1000,medium,derived
602,2025,40.07,170014,Above 50000,high,exact
603,2025,42.39,118823,Above 50000,high,exact
604,2024,117.7,660,Top 1000,medium,derived
605,2025,69.23,8722,Top 10000,high,exact
606,2024,40.31,148398,Above 50000,medium,derived
607,2022,146.21,30,Top 100,medium,derived
